review,sentiment
"As a Westerner watching another culture 's view and tradition of marriag , I found Just Married mesmerizing and delightful . The idea of marrying a stranger through the mutual arrangement of parent is difficult , especially in this modern age . Yet this is the case in this Hindi film . Told with humor , and fresh perspective , we learn of Abhay and Ritika who have only met once and are now on their traditional five day honeymoon . As said , it is difficult to believe in this cell phone affluent age that such an archaic custom a an arranged marriage still take place . We see the awkwardness that this young couple feel a they come together on their first night , and how they try to forge a bond , even though they do not know one another . We see different view of marriage and commitment a presented by the other couple also on holiday , from a couple of forty year married to others still unsure of making marital commitment . There 's song , witty dialog , poignant moment , blending and comparison of new way and tradition . Watching the movie with subtitle definitely loses some of the trueness of the story , yet it is still a delight to watch . Granted some of the plot is a little trite and the bus incident a bit drawn out and contrived ; however the overall movie wa worth watching .",1
"My nose is bent slightly out of shape a I write this . I had sent a previous comment on this film some week ago that ha not yet appeared , so I assume it wa rejected , even though it met all the usual guideline . I found this film interesting for the first thirty minute , particularly the performance of Jordi Mollà , a veteran actor who ha appeared in such major production a `` Blow '' and `` The Alamo . '' Leonor Watling is also quite good . Unfortunately , everything sink eventually under the weight of a truly awful , melodramatic script . There is also an abundance of gratuitous nudity that doe nothing to advance the narrative or lend even an impressionistic nuance to what is otherwise a beautifully filmed piece of art . An actual day trip to the beach at Valencia would be much le arduous than having to encounter these fictional character again anywhere , anytime .",0
"This is an interesting movie . I think it 's very humorous , although the humor is very black . Fulci is good and funny acting himself , it 's a really funny and truly crazy `` self-portrait '' of an artist ( `` I make horror film . If I would make love film , no-one would buy ticket ... '' ) . And it 's really SEXY movie also : Almost all the time there is some `` action '' or tension going on ; and many sexy girls/women ... Maybe it go to the core of why anyone start to do movies/art in the first place ... It 's a real psychedelic trip , maybe best seen a little drunk or some similar state of mind . There is some really nasty gore scene also , of course , because it 's Lucio Fulci . As a matter of fact some of those scene are quite disgusting . Anyway it 's one of the three best and most complete Fulci film I 've seen ( the others are House By The Cemetery & Zombi.Have n't seen The Beyond ) . Actually , the script is overally , to my opinion , quite ingenious . You could see this movie a a portrait of an extreme neurotic , or a person who suffers from obsessive-compulsive disorder ( fashionable word ) : The character ha a compulsive need to confess `` crime '' or bad thought ; Especially crime he ha n't even DONE . And he question himself all the time : What if I HAVE done it ? What if I want to do it ? Have I done it ? Do I want to do it ? He overreacts and exaggerates his thought . I 'm sure Fulci ha been interested of psychology , and maybe even read something of the area ; in his `` House By The Cemetery '' -movie for example there is a character named Freudstein . This is maybe the most concentrated and straightly personal movie Fulci did . I also like the simplicity of the photography/pictures in this film . Only thing that disturbs me a little bit is the sadism , especially towards woman ; I do n't quite understand why ? Is it entertainment ? Is it art ? Is it horror ? Anyways and overall , this is really interesting and well made movie , definitely recommended classic film at least for fan or anyone interested of this genre . For the others it may be too much .",1
"I could not watch more than 10 minute of this movie . It ha set the standard . I will never again give a movie a 1 , unless it wa a horrible a this one . I fully agree with the other comment about this film . But , since I 'm Dutch , I watched it with Dutch translation . Apparently , they did n't have money for a proper translation , so they decided to babelfish it . With sometimes hilarious result . Do n't smoke , do n't drink , do n't do drug , do n't watch Demon Summer . I wa surprised that the actor ( Wow , I ca n't believe I just said that . ) did n't hold the script ( Was there any ? ) in their hand while shooting . I think they also did a good job on ... Well ... Uhmm ... No , they did n't do a good job at all .",0
"Okay , I had watched this movie when I wa very little and the day that we were cleaning out the closet I see this ! I thought , '' I have no idea of what this movie wa like , '' so I went ahead and put it in.OH MY GOD ! ! ! ! ! This film is so darn bad ! I never thought that this film could ever get a close to my least favorite film a it did , but I did laugh , because all the joke were so corny and ridiculous , not funny ! ! ! ! So much stuff in this movie wa funny , because it wa SO STUPID ! ! ! ! This film is not anywhere near good.I would have to say if you want to watch this movie you definitely better not expect anything big and if you 've already seen it , trust me , I feel your pain a well ! ! ! !",0
"I had n't planned on seeing this movie , however I wa n't disappointed when a friend dragged me along . Although there are no real surprise here , the guy do reasonably well with their obviously modest budget . If you 've seen the trailer you probably know what to expect from this type of movie and there 's a pretty constant stream of joke here , with a couple of classic moment , with the highpoint probably being an excellent flashback to what the guy were like in the 1980 's . Also , I 've read elsewhere that the ending wa a disappointment , but I found it refreshingly different from what I had expected from this genre . Overall , this movie wont change your life , but it 's got enough laugh there to keep you entertained throughout .",1
"Yeah , that about sum it up . This movie wa horrifying . Two minute in I wanted to gouge my eye out . This ha been praised a an `` innovative LDS comedy , '' but it 's not even good for member of that church ! I do n't think any human being should be so victimized a to watch a movie of this low quality . First of all , you can tell that absolutely no effort whatsoever went into this movie . It seems a if the horribly drab , glib , trite plot wa thrown together by two crazy weasel somehow imbued with the gift for coherent ( at least semi-coherent ) thought . Then , there 's the acting , which is dismal from * everybody * involved . Even the cameo fail to liven anything up . And let 's not forget the fact that our protagonist is a shallow jerk who we would like to believe can change , but that road is full of embarrassingly bad dialogue , appallingly hideous `` gag , '' and a lot of Mormon `` in-joke '' that anyone in their right mind , LDS or not , should consider purely * stupid * ! This ha to be one of the worst film I 've ever seen !",0
"Infamous horror film seldom measure up the hype that surround them and I have yet to come across a worse offender than Wes Craven 's The Hills Have Eyes . Having held back from watching this for year , I wa really pleased when I got it for Christmas and waited for an evening when my girlfriend wa out to settle down and watch it - knowing her extreme dislike for anything genuinely horrifying . I need n't have bothered . After a promising - if familiar - start , that firmly set the film in the 'Desolution USA ' world of survival horror , thing rapidly go to piece when the protagonist and antagonist meet in the deserted wasteland . Looking like it wa shot on a budget of $ 5 , with the cannibal clan 's costume hired from a dodgy fancy dress shop that specialises in faux caveman and Red Indian attire , the story follows an annoying bunch of unsympathetic WASPs who take a detour on a road trip to California , to look for a silver mine in a nuclear testing zone ( ! ) . When they break down they are set upon by the local family of flesh-eaters and have to fight to survive . While hoping for another Deliverance , Texas Chainsaw Massacre , Wrong Turn or Devil 's Rejects , I actually realised I 'd stumbled across something that should have remained dusty and unwatched in a backstreet video store 's bargain bin . With gallon of tomato ketchup for blood and a couple of gruesome wound close-ups , I can kind of see how an 18 Certificate ( in the UK ) is justified , but with those close-ups trimmed this would n't have looked out of place a a Saturday afternoon thriller on ITV . The whole silver mine/nuclear test site subplot is just a McGuffin to justify pitching the 'civilised ' family against the primitive , but given how easily the savage get their ass whupped it stretch credibility to think that they had survived for a generation preying on passer-by . And then there 's the ending ... or lack thereof . The Hills Have Eyes seems to be missing either a third act or , at the very least , a satisfying denouement . Instead , I wa just left wondering : `` Yeah , and ... ? ''",0
"Although at first glance this movie look like the story of your parent 's high school life ( and many people will try to tell you that this movie is WAY outdated ) ... and I admit that that wa MY first impression .... but honestly , the 'lessons ' that are learned by the heroes/heroines are def . NOT outdated . Who doe n't want to be famous ? And who doe n't want do be accepted my their peer ? And the homosexual guy-is n't there a whole controversy today about gay marriage , blah , blah ? This movie , though released in the 80 's still address some of the biggest issue in today 's world . This movie doe have a little too much profanity and nudity for my taste , though . ( thus the 8/10 rating )",1
"There are not many film which I would describe a perfect , but Rififi definitely fit the bill . No other heist film ha come close to it , before or after . The plot is simple , but engrosses you . It never cease to amaze me how absolutely gripping the film is every time you view it . You care for all the character , even though they are bank robber , because they are presented a human being with all their problem and flaw . It 's hard to imagine any other actor besides Jean Servais in the role of Tony le Stéphanois . When the member of the crew are each talking about what they are going to do with their money and finally get to Tony , his answer and the expression on his face say it all . While the 30 minute heist sequence is the most famous part of the movie ( and rightfully so ) the film actually get better afterward.The director Jules Dassin knew what he wa doing when he decided to not have any music during the heist scene or the final shootout , but instead inserted a great climactic score during Tony 's final ride towards his destiny . To think that if Dassin , an American Director , had not been blacklisted in Hollywood and forced to work in France , this masterpiece of cinema would never have been made the way it wa . It certainly would n't have been a good if it wa made a an American film during that time . It wa absolutely horrible what Dassin had to go through , but he did achieve his greatest work because of it , to the benefit of all of u . I 'm just cringing at the thought of the upcoming Al Pacino remake . Most heist film since Rififi have already borrowed from it in some way or another . There 's no reason to remake this masterpiece other than money . Leave the classic alone !",1
"Soul Calibur ha always been my favorite fighting game series of all time . And SCIII is my favorite one of the series . The graphic are very well done . Much bigger improvement over the choppy polygon in Soul Edge/Soul Blade . The character have facial expression , hair blow in the breeze and they even blink . Soul Calibur ha always been known for it 's interesting plot and character and SCIII is no exception . Each character ha his/her background story that is detailed and well done . My favorite character is Chai Xianghua . She 's cute , she 's funny and she 's a strong female character . Yeah , I know she wear pink and ha a boyfriend ( who she end up saving BTW ) , but there seems to be more to her than that . Xianghua , like all the other character , have flaw and upside to their personality , so no character is perfect , not even the good guy . The music is beautifully composed for a fighting game series . It doe n't sound kitchy ( the Vampire series ) nor doe it sound like old school porn film soundtrack ( Mortal Kombat ) . The character have their own theme and a lot of the theme are done to match the culture of that certain part of the world . I do n't think there is a song on this soundtrack I do n't like . Another cool thing about this game is to create your own anime-like character ( Create a Soul ) . You could make him/her look a cute or a sexy or even ugly if you like . However , if you found a character customization that you like , remember to take note , or else you wo n't remember how you created that character . I found myself being very addicted to CaS . Overall , I think Soul Calibur is my number one fighting game series of all time . It ha everything I asked for . What more could I want ?",1
"Yes , I know that this movie is meant a a comedy ! And the humor is over the top ! But the theme about people getting le intelligent in future time might not be so far fetched ! I can not say that it will happen , but if we do n't take proper care of our educational system than this could be a possibility ! I have noticed that some school are n't teaching fact anymore ! ( Like history , geography , basic stuff ) . The focus is more on learning practical ability ! The theory behind most subject may be boring but is essential in understanding how thing work ! In the movie there is this ridiculous example of people growing crop with Gatorade in stead of water ! Well , we can laugh about it ! But if you never been taught that water contains mineral necessary for plant to grow so how would you know ! To me this is a scary notion ! So now you understand why this subject is n't funny anymore ! It could be that Mike Judge is making fun but at the same time is warning people for a real disaster if education doe n't improve fast ! Am I taking this movie too seriously ! Yes of course ! To each his own fun ! I loved Mike Judge 's work ( Beavis and Butthead and Office space ) ! In these he wa able to be critical and funny at the same time ! In `` Idiocracy '' I missed this ! Most of the event are too absurd and a I said earlier very scary ! I do think if you are in the mood you will like this movie !",1
"The original animated Dark Knight return in this ace adventure movie that rival Mask of Phantasm in it coolness . There 's a lot of style and intelligence in Mystery of the Batwoman , so much more than Batman Forever or Batman and Robin . There 's a new crime-fighter on the street of Gotham . She dress like a bat but she 's not a grown-up Batgirl . And Batman is denying any affiliation with her . Meanwhile Bruce Wayne ha to deal with the usual romance and detective work . But the Penguin , Bain and the local Mob make thing little more complicated . I did n't have high hope for this 'un since being strongly let down but the weak Batman : Sub Zero ( Robin is n't featured so much here ! ) but I wa delighted with the imaginative and exciting set piece , the clever plot and a cheeky sense of humor . This is definitely a movie no fan of Batman should be without . Keep your ear open for a really catchy song called 'Betcha Neva ' which is featured prominently through-out . It 's a shame the DVD is n't so great . Do n't get me wrong there are some great feature ( the short 'Chase Me ' is awesome ) and a very cool Dolby 5.1 soundtrack but ... the movie is presented in Pan and Scan . Batman : Mystery of the Batwoman wa drawn and shot in 1.85:1 but this DVD is presented in 1.33:1 an in comparison to the widescreen clip shown on the feature there IS picture cut off on both side . I find this extremely annoying considering Mask of Phantasm wa presented in anamorphic widescreen . Warner have had to re-release literally dozen of movie on DVD because people have complained about the lack of Original Aspect Ratio available on some title . Why they chose to make that same mistake here again is beyond me . I would give this DVD 5/5 but the lack of OAR brings the overall score down to 4/5 . It 's a shame because widescreen would have completed a great DVD package .",1
"If you asked me to pick the best acted movie ever made , this movie would be on a short list along with 1951 's Streetcar Named Desire . I imagine i 'll discover some others that qualify , but Kramer v Kramer is an outstanding exercise in naturalism . So it a very satisfying experience on that level : just watching the marvelous , probing performance of Dustin Hoffman , Meryl Streep and the child Justin Henry in particular . One of the best child performance ever . But I also find it very satisfying to watch , because it such a thoroughly involving story - it always make me forget my own problem . It ha such excellent narrative drive . Once you stick Kramer v Kramer on , and Alice Kramer leaf Ted to juggle work and their young son , telling him nothing more than she ha to discover herself - you keep watching to know that everything turn out okay for them . And even once you know how thing do turn out , each moment of the ride just ring so brilliantly true that it a joy to watch it happen again and again . Make no mistake - Kramer v Kramer is not light entertainment : it a very realistic portrayal of the effect of divorce on everyone involved . 10/10 . For one of the best script ( born out of conversation between Benton and Hoffman , who wa going through a divorce at the time ) ever written , executed and performed beautifully and faultlessly . Not to mention what a great , involving story it is . Put simply , a perfect film .",1
"Let me say at the outset that I 'm not a very artistic person and that I do n't `` get '' new art . That being said , this film is absolutely crazy , and in my opinion not crazy in a good way . Filmed entirely in black and white with a series of very loosely connected story , Avida is a film for those who can look at modern art and say `` wow , I feel the energy and passion of this painting . '' The only reason I give this film a 3 out of 10 is because I actually did manage to laugh at some part , though mainly laughing at the sheer insanity of the film . Two of the character throwing chair on a lawn , a to do what these character were doing , I have no idea . I would n't recommend this film to anybody .",0
Wonderful film that mix documentary and fiction in a way that make the spectator question : what is the extent of truth in documentary film or is there such a thing a an objective documentary .,1
"It ha been some year since I saw this , but remember it and would like to see it again . It kind of became a `` therapy '' for me with a personal experience of my own . A thirty-five year old man lament over a high-school baseball game in which he `` missed the ball '' and his team lost . He think about it 20 year later , `` if only I 'd hit that ball '' and how his life would be better because of it . Then , he get a chance to find out .... and get a little more than he bargained for . It reminds me so much of when I wa in high school , I twice tried out for our drill/dance team and did n't make it . This team wa the closest thing to a sorority in my school . If you were on it , you were `` all that . '' I did n't try out till my last two year of HS and after the second time , I took it really hard . I 'd hit and bruised my leg badly just before tryout and wore tights to cover the bruise , and that caused me to not make it . That wa in 1987 . Through the year , even now sometimes , I think `` If only I had n't hit my leg I would 've never worn those stupid tights . '' Now I do n't sit and think my life would be any better or even any different had I made it , but seeing this movie made me realize that we never really know how different thing may be by changing one little thing way back in the past . Who know , it could have changed the course of event to the point that I would n't have met my son 's father . I would recommend this movie to anyone who ha that one moment in the past they wish they could change . Be careful what you wish for ! ! !",1
"Not really a big box office draw , but I wa pleasently surprised with this movie . James `` I did some thing to Farrah Fawcett '' Orr co-wrote and directed this movie about an ordinary , average guy named Larry Burrows who think his life would have been incredibly different if he hit a homerun at a key baseball game when he wa 15 . But thanks to mysterious and magical bartender Mike , Larry get his wish , yet soon realizes that his new life is n't exactly a he hoped it would be . I must say , this movie really impressed me . Critics have given it mixed , and I must say the concept is really interesting and pulled off well . Yes , it is a little standard , but pack enough funny moment , drama and excellent acting to make it really good . James Belushi ( I think ) wa Oscar worthy for his role . Jon Lovitz is perfect , and Linda Hamilton plus Renee Russo shine in their role . Michael Caine is perfect a the bartender . It 's just a good movie with a good lesson . If you 've never seen , I highly recommend you check",1
"This is another Sci-Fi channel original movie staring Rhys Davies where it hard to decide whats worse , the acting , or the writing/directing/producing ( John Sheppherd helm all three . ) Basic story : obsessed exobiologist capture chubacabra monster , smuggles it in a cargo container aboard a cruise ship it escape and the blood bath begin . Clichéd sci fi cast of the sturdy captain with the beautiful daughter , handsome hero and mad scientist . Captian call in a terrorist alert for the ship ( since of course would n't believe a monster story . ) No dramatic Helicopter drop of the Navy Seals here . Budget only allowed for entire force force of eight seal to arrive in a fiberglass fishing boat and ride a ship wench aboard . Puleeze . Also cheesy computer animation of the ship you could do better on your computer . I also loved when the Seal commander looking thru standard binoculars from ten mile away wa able to see three people jump of the ship . If the Sci-Fi channel is going to continue original movie I hope they realize there audience is not kindergarten level and purchase better script and director . If this were direct to video you would find it in the 99 cent bin .",0
"And that go especially for lawyer & cop . Puerto Rico , which boast of a small , but potent film production firm , brings this multi layered tale of corruption , due to the on going drug cartel that start in South America , make a pit stop on the island commonwealth , and then northbound into North America . Steven Bauer , the most recognizable face on screen here , lead a cast of top notch actor , in a story of `` can you spot the only respectable face in the crowd ? '' . Ricardo Mendez Matta move up from directing mainly action adventure fare for American television , in a screenplay written by Matta , along with Poli Marichal . The rest of the cast ( Elpidia Carrillo , Magda Rivera , Jose Herredia , Luz Maria Randon , to mention a few ) turn in oh so fine role , in a film that will keep you wondering `` is there any respectable character here ? '' . Spoken in Spanish with English subtitle . Rated ' R ' by the MPAA , this film contains outburst of vulgar language , brief flash of nudity , adult content & violence , some of which is quite lurid .",1
"In a lot of way this film defines the essence of everything I love about cinema , in term of capturing those strange , elusive moment of unguarded truth . In other way , it is undeniably an amateurish , unfocused result of junky self-indulgently fooling around with a camera . Ultimately it come out somewhere between pure brilliance and unwatchability ( thankfully much more so the former than the latter ) . Part of me want to reward it solely for it 's absolute innovativeness and moment of pure sublimity , but at the same time I ca n't completely ignore the occasionally downright awful `` acting '' and overtly bad production value . At first the editing seems overwhelmingly sloppy and needlessly distracting ( or maybe just wrongheadedly `` innovative '' ) , but after a while I got used to it , which is , in the end , the true sign of whether a film succeeds on it 's own term or not . I guess that answer basically sum up my all-around feeling for the film . That is , despite it 's in-ignorable flaw , on a whole it doe work very well . And , if nothing else , a film like this really show how false and contrived the faux-documentary , shaky-cam style can sometimes be when it so obviously applied purely for effect ( such a in film like the otherwise admirable Roger Dodger ) . Here the aesthetic are plainly derived from the necessity of the filming situation , and are not just used arbitrarily to make it look `` cool '' .",1
"Children love dinosaur . It 's somewhat part of their culture . But they 've got The Land Before Time . The original . At least that movie had heart . This . This movie is just plain pathetic . Just because kid love dinosaur doe n't mean you can just slap together any old story and show it to the child . This movie ha no plot , the whole premise is stupid , and it 's more by the number stuff . Not a soul sucking a Theodore Rex , but it 's lightyears away from being a Land Before Time .",0
"Last week I watched a Royal Shakespeare Company production of Macbeth . It wa 25 year old , filmed w/no prop except sword , no furniture except chair . It wa RIVETING . The acting wa super - all the actor trained Brits . Contrast that performance to this ... yawn yawn yawn . Al Pacino , a Shylock , wa tragic , heavy , and could n't quite lose the New Yorker accent , despite the long .... pause .... between ..... line .... The whole thing wa soporific , even the `` comic '' scene were barely even worth a smile , let a lone a belly laugh . This is supposed to be funny . They tried to make it tragic . It wa neither , just boring . I give it four point for costume , scenery , and Jeremy Irons , who is good at playing a dull , depressed , deep-voiced guy ( can he be anything else ? ? ? )",0
I just love this film it totally rock ! Nicolas Cage look hot and Tommy doe not ! I definitely feel that Fred and Randy should have had a little more time together on screen cause they 're totally cool . My favorite part is when he say `` Peter Piper Picked A Pepper I guess I Did ! '',1
"In the first transformation scene , what is the music ? I 've heard it wa `` The Greeks Do n't Get No Freeks '' . Is that right ? I really liked that sound . I also liked the `` Hyde 's Got Nothing to Hide '' in the final scene . Truly a doper movie , but with many laugh and pun , sight gag , and slapstick . Madam Woo-Woo 's place wa reminiscent of some place I have visited myself . Ivy Venus ha appeared in some other stuff that is truly amazing . She look much different in the movie we 're talking about , but her maturity did n't hurt her a bit . Mark Blankfield reminds one of Gene Wilder in some way . Bess Armstrong wa beautiful and maintained her beauty for a long time .",1
"I 've seen this movie quite a few time and each time I watch it , the quirkier and funnier it becomes . Perhaps it the lack of research that went into Nicolas Cage 's character 's 'punk ' persona or just the cheesiness factor because it wa such a typical eighty film ... nonetheless it 's a cute love story with extremely funny , unique character . I think it 's right up there with `` Fast Times '' and `` Weird Science '' ( quintessential eighty flick ! )",1
"Watching this I mainly noticed the ad placement . DHL , Aquawhite Strips , Rockstar and more . It 's one product placement after another . It 's quite obvious how this movie got it funding . Jessica Simpson 's `` acting '' is laughable . Any Dick should n't ever get work because he play the same lame character . The `` story '' is just a backdrop for this very long commercial . I ca n't believe this movie wa even considered for theatrical release . The longer you watch this movie the more you 're embarrassed for everyone involved . The only minor saving grace is Larry Miller and Rachael Lee Cook , who get almost no screen time a Jessica 's cousin . I 'm embarrassed I watched the whole thing . I would recommend avoiding this one .",0
"I 'm not tired to say this is one of the best political thriller ever made . The story take place in a fictional state , but obviously it deal with the murder of Kennedy . A truthful and honest district attorney ( played by Yves Montand ) doe not believe that the murder wa planned and executed by the single man Daslow ( =Oswald ) and though all other official want to close the case he continuous to investigate with his team . The screenplay is written tight and fast and hold the tension till the end . Just the part dealing with the Milgram experiment about authority is ( though not uninteresting ) a bit out of place . The ending sequence - explaining who Icarus really is - partly shot in slow motion and intensified by a Morricone soundtrack is the most powerful sequence I have ever seen in a movie .",1
"Elvira Mistress Of The Dark ( 1988 ) : Cassandra Peterson , Daniel Greene , William Morgan Sheppard , Susan Kellerman , Edie McClug , Jeff Conaway , Phil Rubenstein , Larry Flash Jenkins , Tress MacNeille , Damita Jo Freeman , Mario Celario , William Dance , Lee McLaughlin , Charles Woolf , Sharon Hays , Bill Cable , Joseph Arias , Scott Morris , Ira Heiden , Frank Collison , Lynne Marie Stewart , Marie Sullivan , Jack Fletcher , Robert Benedetti , Kate Brown , Hugh Gillin , Eve Smith , Raleigh Bond , Tony Burrier , Alan Dewames , Timm Hill , Read Scot , James Hogan , Derek Givens ... Director James Signorelli ... Screenplay Sam Egan , John Paragon . Elvira , Mistress of the Dark wa an 80 's TV icon who had her own late night show on cable . She hosted and presented classic American horror film , many of them campy , while providing her own quip and humorous remark . Actress Cassandra Peterson ha to this date ridden on that success . In 1988 , her first film wa released . Playing herself , she 's stuck hosting monster movie show but longs for her own show in Las Vegas and make big money . Her agent Manny prof a disappointment . It 's not long before she inherits a mansion from a deceased relative , a pet dog and a book of recipe . She come to claim her inheritance in a small Nevada town - she wa on her way to Vegas and became lost - and soon stir thing up in the sedate community . Outspoken conservative town council woman Chastity Pariah ( Edie McClurg ) soon see her a a threat to the decency and value of the small town . Her voluptuous figure and winning personality soon draw the youth of the town . She fall for Bob Redding ( Daniel Greene ) the town handyman/carpenter , but before any real relationship can bloom , she find herself in deep trouble . Vincent Talbot ( William Morgan Sheppard ) an eerie older man who is also set to inherit part of the fortune of Elvira 's relative is in fact an age-old sorcerer who ha a personal vendetta against Elvira 's aunt and Elvira herself . He is aware that the so-called `` recipe book '' is actually a book of powerful magic , a power he wish to claim for himself . He scheme to bring down Elvira by having the town burn her at the stake . How will Elvira get out of this one ? The movie wa no real success at the box office , drawing a crowd of mostly young audience familiar with the Elvira show on cable . Truth be told , this is a funny and feel-good movie . The script is chalk full of all kind of joke , some bad , some good , lot of sexual innuendo , visual joke and overall campiness i.e . the hilarious last scene in which Elvira ha finally got her own strip show in Vegas . This film is a cult classic of sort , catering to Elvira fan . You could n't enjoy this film otherwise . It 's also a look back at `` pop '' culture of the 80 's . Elvira wa a much an icon of the 80 's a wa Alf , Vicky the Robot , Hulk Hogan , Mr. T and Madonna .",1
"After two long , long opening skit , one of which my brother saw the conclusion coming of and the other totally joke free , we start the fast-forward fest that it GROOVE TUBE proper . Naturally , uber-stupid frat boy who still mainline JACKASS or Tom Green will find the idea of fecal matter coming out of the some tube , SEX OLYMPICS ( I really do n't need to give you detail , do I ) , and a clown who basically doe the `` not very endearing clown '' bit I think I 've seen approxiately ninety time now will eat this up like dung beetle : well , more power to you . I just want to express that , despite what you 've heard , this movie wa in no way a model for the many infinitely funnier movie like KENTUCKY FRIED MOVIE or what not . The skit movie had already been done in AND NOW FOR SOMETHING COMPLETELY DIFFERENT , EVERYTHING YOU ALWAYS WANTED TO KNOW ABOUT SEX , and so on . And done way better .",0
"This movie had lot of great actor and actress in it and it addressed some very noble issue . It 's full of emotion and the direction is done well . The storyline progress very quickly , but I guess that 's better than having to watch a 3 hour movie . This is an easy movie to watch again and again and enjoy .",1
"Give director Stanley Tong of Jackie Chan 's Super Cop and Rumble in the Bronx , and what do you get ? You receive a series of kung fu fight and a lack of Magoo-like madness . The limited plot ha Magoo ( Leslie Nielsen ) put into an international plot , where he steal a world-renowned gem . Of course he ha no idea what he is doing . In fact , he ha no idea that he had the gem . Within thirty minute you could get very bored watching this . There are some very funny moment though like when he is cooking the chicken . You will wish that you were a nearsighted a Magoo . Its a fun movie to watch but it quite a disaster ! You have to love Leslie Nielson because he wa made some very funny movie . This is n't his best , but he doe a good job playing Magoo . I thought it wa a funny film , and it should be recommended to young child because they will probably think that it very funny .",0
"Alexandr `` Sascha '' Luzhin ( John Turturro ) is a former leading chess player attempting a comeback at an Italy-hosted tournament . His brilliance is unquestioned but his obsession with chess ha stunted his growth in all other aspect of his life . Natalia ( Emily Watson ) is a beautiful heiress who ha come to the same resort with her mother , Vera ( Geraldine James ) to scope out possible marriage partner . Vera lean toward a handsome count but , astonishingly , Natalia is more fascinated by Sascha , whom she met on a walk . Sascha , too , is taken with Natalia and proposes marriage at their second meeting . But , with the concentration that Sascha must give to the chess match and , with other happening in his past still causing problem , will he win the heart of Natalia ? Oh , and can he become the chess champion , also ? This is a lovely film , based on a novel by Nabokov . The acting is amazing , with Watson very fine a the beautiful little rich girl and Turturro utter perfection a the shy , awkward chess enthusiast . James give quite a nice turn a the overbearing mother and the other cast member are wonderful a well . As for the look of the film , it could not be better . The scenery is of the put-your-eye-out variety , the vintage costume are gorgeous and the cinematography is deserving of much applause . Yes , the story is unusual and told with the use of flashback , at time , making it a film not everyone will appreciate . Then , too , the ending is bittersweet . However , if you love romance , period piece , great acting , knockout scenery , or the fine art of motion picture creation , do n't miss this one . You will be defenseless in resisting it multitude of charm .",1
"I bought this film on DVD despite the `` stale '' review and that wa idiotic ... That review wa completely accurate and I have never seen any worse `` erotic '' film in my long life ! Even if it partly wa lovely filmed and had interesting surroundings , plus a nice cover ... But my own Extreme Erotica ( c ) film are over 100 time more erotic ( just in the soft delicious aspect ) with probably le than 100 time of this film budget ! The story have no logical connection with the first film or the famous book ... Or any new ( exciting ) element of slave training , except some very strange and sad development ... Then did the main male character - Klaus Kinski - not look a bit like the second Master of `` O '' he try to play ... And not even lovely Arielle Dombasle , did look delicious in any scene !",0
"This Film wa one that I have waited to see for some time . I wa glad to find it ha been everything anticipated . The writing of this film ha been so finely crafted and researched far beyond what is seen by the audience . I found it amusing that so many people watching will not read between some very important line but indeed if not the movie will make sense in a different way and is very brilliant . The film ha many story and character woven together around this one Character Kilo , a Man whom ha rose from the street amidst many woe and become a very powerful criminal . After spending some time in Prison Kilo find a loophole in the justice system and through a disturbing turn of event is released only to find everything is not at all what it seems . Kilo Finds himself going up against the higher realm of society and Political royalty in order to make clear how important a Man 's Word is and stand for . A war begin a the street is in arm against Lords of wealth and corrupt Power . A build up to explosive and powerful non stop twist and turn . This film will leave you riveted . I found the cast of this movie to be outstanding and is not a Movie to be ignored . Excellent . Go Rent It Today ! !",1
"In retrospect , the 1970s wa a golden era for the American cinema , a demonstrated and explored by this documentary directed by Ted Demme and Richard LaGravenese . This IFC effort serf to illustrate and clarify the main idea of what that time meant for the career of these illustrious people seen in the documentary . The amazing body of work that remains , is a legacy to all the people involved in the art of making movie in that period . The decade wa marked by the end of the Viet Nam war and the turbulent finale of those year of Jimmy Carter 's presidency . One thing come out clear , film today do n't measure against the movie that came out during that creative decade because the industry , a a whole , ha changed dramatically . The big studio nowadays want to go to tame picture that will be instant hit without any consideration to content , or integrity , a long a the bottom line show million of dollar in revenue . The other thing that emerges after hearing some of America 's best creative mind speak , is the importance of the independent film spirit because it is about the only thing that afford it creator great moral and artistic reward . This documentary is a must see for all movie fan .",1
"The name ( Frau ) of the main character is the German word for `` Woman '' . I do n't know if that wa intentional or not , but if sure got some giggle from the German audience at the Fantasy Film Festival last year , when it wa shown . But those were the only giggle the movie got . Not that it wa aiming for giggle , it 's a horrible movie for heaven 's sake ! A horrible movie in more than one meaning . It 's a shame that a premise like that wa wasted with horrible even unbearable moment for the viewer ( definetely not for the faint of Heart ! ! ) ! And it wa n't even necessary to show all the thing that are shown . I 'm not even going into a moral obligation ( because movie do n't really have that kind of task or function ) discussion of what is shown here , but this is a new low on the whole `` torture movement '' that ha grown in the last few year !",0
"Ah , the classic genre of 80 sex comedy . This is set on two beach ; one a nude beach featuring myriad ( fully ) unclothed woman . The plot ? Something about a bunch of dimwit attempting to get laid . The usual . Fans of gratuitous T & A ( and P ) should hunt this one down .",0
"It 's unbelievable but the fourth is better than the second and the third . After the third that wa awful , it 's incredible how they could have an unexpected sequel with new idea . Chuck is the same nasty doll of the previous movie . Interesting the final that let know that a fifth can be done ....",1
